,,Agriculture,Aircraft,Almost Nothing,Apparel,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Beer & Liquor,Business Services,Business Services - Large Cap,Business Services - Small Cap,Business Supplies,Candy & Soda,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Coal,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Defense,Electrical Equipment,Electrical Equipment - Large Cap,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Large Cap,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Large Cap,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Large Cap,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Printing and Publishing,Real Estate,Real Estate - Large Cap,Real Estate - Small Cap,Recreation,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Rubber and Plastic Products,"Shipbuilding, Railroad Equipment",Shipping Containers,Steel Works Etc,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap
Pvalue,RMW,0.4110336005396059,0.02247943940427299,0.5571423930691561,0.8739909316422083,0.24712757858751186,0.6508013440713144,0.07186532392904985,0.6309473963962868,0.6409279707921943,0.4465537275696604,0.4367187267088597,0.538314798768526,0.614871404606721,0.03123270441745192,0.40821362051764576,0.9777388390588067,0.3902893692077454,0.3728438279224876,0.5379133313195668,0.5248032395481277,0.2901465584354058,0.3592983275000222,0.058975892267953835,0.38306894788509593,0.5619465256170023,0.32300372317616743,0.3369465614732461,0.18784270083651525,0.15950319817726646,0.033104511606820736,0.7100636272029939,0.5490247654788301,0.5413502831753227,0.5610363915557417,0.28510360955234865,0.3860862384427446,0.17510264032248243,0.5549805943543906,0.6319106664279901,0.2547890173740974,0.36236045121981864,0.740061690494293,0.3031214399033641,0.9487727719727502,0.7749731891116374,0.019623317180575545,0.0024720899820620773,0.004340398228450917,0.08202974832326933,0.3303387119084238,0.34713703578311994,0.46350133086850465,0.37361803000083804,0.36696173471564353,0.14827481296447909,0.609579985825517,0.6888407257344188,0.7789739877170407,0.3937968832471459,0.44271352964185784,0.5343705000535068,0.13598220790973103,0.750823945377574,0.7531234384452572,0.4881686316868361,0.536003670264905,0.5739774495313954,0.9533807788038806,0.9738358214988975,0.4450082341961007,0.831284027351396,0.9219560624776861,0.2623144524194667,0.22123073788838557,0.12163515952700003,0.11742334685992407,0.07680207605970144,0.036233047917923276,0.31908544120908805,0.7707946031720315,0.509920681634801,0.7658138020731753,0.9475559575019488,0.0012887391893882103,0.4076909645135579,0.43784025367822377,0.14349773413056738,0.2136579769996446,0.33720523865351126,0.2727495488624513,0.2919521766125839,0.2144832995627177,0.22939325939018085,0.36263194907727325,0.39946510985370753,0.4725477442408147,0.7175571490997203,0.294187380674086,0.29540508060167747,0.04318565602716373,0.31508901125947714,0.38043208087481317,0.6274642107102626
Pvalue,SMB,0.6361653303739244,0.7552288773930201,0.994229089783052,0.6510199943490875,0.8199407194048134,0.6862106112402981,0.10123045200919219,0.9255376743639543,0.9009754915968805,0.6055180334421293,0.8469190813141688,0.44848521627391014,0.4511405933206788,0.641594271364758,0.8951401658357454,0.9788887458259581,0.9770218461777135,0.9966143068626261,0.35524991682138196,0.38567164134990306,0.810837496761644,0.7295001541675294,0.8432204974058043,0.8911288212820687,0.8850715490570285,0.9792953897452217,0.4136141412869022,0.637389251164725,0.5217705515360936,0.03653463539363999,0.2560820044924665,0.33036984178860407,0.05553640392739482,0.5611687232345969,0.8099606451401504,0.47018816885514925,0.366451647296969,0.7636975390513265,0.7555283754900256,0.4333498937754642,0.9598472612110844,0.5799242699710381,0.12568225559770518,0.8549778512473486,0.8818270080064202,0.15585181549978686,0.07917000381544179,0.06406897097263121,0.09554947924179316,0.4316457791472692,0.3475819237750176,0.8207219992370712,0.7228796434994317,0.6294507518081762,0.05065001270347448,0.8864278707941311,0.8740593656898563,0.14956192420876208,0.7427784663408342,0.7631132026366173,0.5182854691252331,0.9680509163811368,0.2464133916582961,0.2335807473057804,0.71124529611297,0.61227857224381,0.12432967572577881,0.9675873688058831,0.9903809179901195,0.6104648654277258,0.5653435250684489,0.5662625585519614,0.2305152406876977,0.5324359320121294,0.3443454925297438,0.23081865396375165,0.2872778052264363,0.46981259603832215,0.5420303310528741,0.13277154361764215,0.9679033440221877,0.7889917955325028,0.7262633602294144,0.08649800687690223,0.9174493840274462,0.9504008885461555,0.7936289402601369,0.9416841901996476,0.46684468795826584,0.5818714905977929,0.9508595188227507,0.8387544764589981,0.8423410746991,0.6560088832900959,0.6617106616904382,0.4976073877538224,0.635846022493741,0.7761488348298814,0.6027567842865229,0.5005693058986075,0.4739184351097143,0.5302662636761113,0.7227062089889775
Rsquared,Adj Rsquared,-0.003117870632637576,0.022633846367178356,-0.013819960425462519,-0.02185342149029057,-0.001936227755215958,-0.020206388189452973,0.001134795297050517,-0.0163176685241202,-0.015936079389116342,-0.014685449712735776,-0.007366546044917488,-0.016072383165393056,-0.017369042218258857,0.0010463552242002683,-0.00988054636443847,-0.027609192164682606,-0.014821373170747165,-0.01322590162918691,-0.010278034457301688,-0.05556650554919429,-0.01495421925333118,-0.01612315907253592,-0.000736437657790967,-0.016050856659908463,-0.015045873026535261,-0.015992058625719174,-0.017799383754556475,-0.011290643419443303,-0.009192893465859608,0.010533459876967743,-0.01527930701644964,-0.0253984699257499,0.00025945770768043275,0.013984544087818906,-0.014863745849604815,-0.014318488222136994,0.0018834757912120637,-0.00469070033979091,-0.004830368171787391,0.0008969643703576891,-0.014088089051841335,-0.02349706902178439,0.003615272175372941,-0.014278610328263053,-0.016677608741106242,0.1335767283431194,0.029056647052232765,0.02558033717836794,-0.0007947996809483104,-0.017242287292100533,-0.0164394815824902,-0.010811445512675766,-0.015305509586629462,-0.01407989946817656,0.014054154741206748,-0.018336827779959375,-0.019606753662886778,-0.005007014518124686,-0.016988303030454732,-0.017811214768943984,-0.009907400951415513,0.0037036693041798685,-0.009985628845670558,0.008900964964861924,-0.015179052028567952,-0.051560135447999755,0.027250214336673184,-0.020543543526063468,-0.02006855273274155,0.01861071657006086,-0.02151361713117783,-0.021460969874774527,0.005476150261094159,-0.0036330840511895612,-0.00711438291047739,0.014802115764386725,-0.004987521905658099,0.0007785574635773562,-0.0467866032591302,-0.0027159807243584133,-0.016098541291664548,-0.016047175074978215,-0.013854074443498066,0.04082160372409016,-0.012360764988551987,-0.011947826706709685,-0.01115778114234156,-0.014183528800148837,-0.024831361276492547,-0.014040370432026883,-0.009322012759988008,-0.01582923660414548,-0.016409862114590057,-0.015925921897486317,-0.013287268518507256,-0.011006407875750579,0.0036167481221397457,-0.01160292580022304,-0.013372239960657062,0.003149303085958177,-0.016792323332729397,-0.017555567822030493,-0.012963970623733223
Rsquared,Rsquared,0.024902181619670727,0.04612822506027514,0.01055071170014954,0.0027103626801491254,0.022148777719669055,0.008132678149142758,0.02888105098324345,0.008113044661555935,0.008485460980814485,0.00970602744382043,0.01859650926551859,0.00835243373762129,0.007086944373526194,0.025059663992849424,0.01439542830778362,0.003157550115696961,0.009573371376626727,0.011130490236899382,0.014007495217152832,0.07976253362377927,0.009443718709489457,0.008302878405169412,0.02331972670898297,0.008373442779031626,0.009354268151987255,0.008430827398937524,0.006666947585697303,0.013019227816601142,0.015066551088608215,0.034318713245309995,0.009126445556061236,0.07513079183167659,0.09827323636379026,0.07801152174445403,0.009532017271779991,0.011959192819887332,0.027741416832890553,0.01946051841837726,0.01932420798618828,0.024913864265301067,0.010289028473443373,0.019871450852020023,0.04583496403234877,0.010103087035397196,0.010506284540741317,0.15674312598100382,0.052396631498092594,0.050824369893954335,0.02513252673565658,0.007210652306267273,0.00799415980170426,0.013486906542917398,0.009100872855356879,0.010297021192116285,0.03775477602146626,0.006142422887828181,0.004903024069394246,0.019151807946253374,0.007458531177008232,0.00665540097069417,0.014369219263762778,0.027653100330521818,0.04373701098654581,0.06161899874332666,0.009224290568272786,0.062739879274609,0.13298388669138272,0.003988753193313044,0.004452325938718582,0.042201805114049806,0.003041998665244794,0.0030933803625999845,0.029382973572125604,0.020492711238502603,0.023778696319905257,0.04502290975934409,0.01917083198630498,0.024798303678395306,0.046676486317577925,0.0868122318403165,0.008326904412462088,0.008377035864324145,0.010517417730624645,0.06387877671149189,0.011974830323672858,0.012377842204509437,0.013148896288964873,0.01019588294985474,0.07974326742519033,0.012928788356058929,0.014940535623665707,0.008589735429608059,0.008023067263164485,0.008495374301972558,0.011070598513187702,0.013296630775108897,0.027568268599972967,0.012714452223820949,0.01098766965378195,0.027112060223315027,0.007649799824307357,0.006904902558306891,0.011386124823952737
Stdev,Alpha,0.005653184693596932,0.009124968796070972,0.003642389305894108,0.00571356380704932,0.008536738869258133,0.009190993283448306,0.03683284384727962,0.006219892892389481,0.006338068139468792,0.007461008475240229,0.0030123117208301683,0.0041018328043904055,0.004071875077976204,0.015977218754834654,0.00406934185707207,0.0046972318944048744,0.005280738461981778,0.005340724377787692,0.030799611029632825,0.021240366357078724,0.003892266030431061,0.0037668614633120058,0.015711013067678862,0.004803440288381031,0.004972496432948472,0.02817676122757438,0.006252121878691426,0.005626782859365849,0.00555535929471632,0.006450706673751419,0.003161815136814805,0.007038665395217365,0.10499275966381341,0.009690371939689649,0.005727449118912913,0.005846122563666853,0.05093667144475723,0.005694211031002854,0.005785709454959525,1.048913497874307,0.007789324475571356,0.010197801925735338,0.17507791596248576,0.0030350509814054964,0.00325974022267301,0.019303684922583515,0.004235131973234833,0.004274950186808497,0.027402437498309232,0.004455424301518904,0.004548998794016547,0.19585478029487657,0.005459005395546213,0.005435860861123179,0.026427713718531334,0.0045720388041034276,0.004530576011001083,0.04036601185666039,0.003765005936918143,0.0037310441817673713,0.038191298622373124,0.007307962523246611,0.009247698605973482,0.651685845848038,0.004934940358816431,0.014255762684127666,0.18218715139602312,0.005859234787961274,0.005638074249656364,0.018530215184948455,0.003424321746181556,0.0033406339543230685,0.054633100574362485,0.008569145708864186,0.009022980581719567,0.023062017811693404,0.005360172901656358,0.006443086945805229,0.01147094987389022,0.0835816303398146,0.005403489301241509,0.003996617790033106,0.003861337929244759,0.013986745473671187,0.004254189729671542,0.004242509561079062,0.023830299040324132,0.0046445494559127515,0.009522976199828703,0.00492125814048022,0.006893142000257371,0.004734927427086836,0.0047020009815277935,0.007377210255798732,0.0045938685697369825,0.004581614183875517,0.022745944126557366,0.003228566770495548,0.003280403660621999,0.004877293698001758,0.004086207206366076,0.003915357046657456,0.08718995899223893
Stdev,CMA,0.338835610987998,0.5577376968169555,0.22263065965275533,0.34922529485607884,0.5217838199422572,0.5465026529703101,2.190105710906071,0.38017321634493395,0.38739634133306206,0.45603286717035524,0.1949799663326372,0.25071283334513933,0.24888175274579263,0.9765619356089289,0.2487269168417829,0.3034676871954177,0.32277007988746237,0.32643654793472315,1.8825383957391786,1.3312829307688603,0.23790366188936712,0.23023866532900353,0.9602908720960567,0.2935965900938705,0.30392966484853684,1.7222241809303822,0.38214312122817384,0.3439210568942556,0.3395554951771309,0.3942810505400327,0.1932569339773949,0.35563336094365694,5.304830659994528,0.526204827188558,0.3500739949482611,0.3781621394466504,3.294888268260771,0.3480424116067884,0.35363499185341324,64.11184646642626,0.47610024646174337,0.6074642593101036,10.42906866756378,0.18550883645980373,0.1934042966547704,1.1453107764017263,0.25886036492364917,0.25688937203716944,1.6466612834344547,0.27232510530243337,0.2780445793184895,11.97106494427575,0.3336661378540014,0.33225149418655536,1.6153186395396941,0.27945283423395056,0.2769185392412426,2.467257366656816,0.2301252515694144,0.22804943613146914,2.3343342216427763,0.44667836978195513,0.4665849727605162,32.88026952316667,0.30163415691245377,0.7166887954739034,9.159207611544733,0.3581290181676459,0.3446112109271335,1.1326065622521109,0.2093019019087352,0.2041867242762432,3.3392924803681736,0.5237645956015428,0.5386346183468006,1.3767070703305506,0.32762528349661024,0.3938153163978064,0.5605711995835361,4.084531385616439,0.33027287489981894,0.24428186562462825,0.23601326989920524,0.8548999323492779,0.2600252159405738,0.25931129894263205,1.4565590741452779,0.2838848410537703,0.4751270536471235,0.2953171776177787,0.42132364822016266,0.28940893681915286,0.2873964017277039,0.45091093996674814,0.28078711640834614,0.2800381020172807,1.3902809721974847,0.19733693723657283,0.2005053193270112,0.29811066915589207,0.24975776322399773,0.2393150344096565,5.329237611731326
Stdev,HML,0.21177190390052025,0.35081484858758477,0.14003382163832453,0.21966135629182282,0.32819999944986644,0.36481702771307095,1.4620017880747262,0.23912747890317707,0.24367079651197585,0.28684290511536886,0.12595437153521355,0.15769739999805868,0.15654565740135504,0.6142536707349026,0.15644826621813201,0.20096959936035846,0.20302112866056574,0.20532732284502153,1.1841093510993201,0.7769181457843324,0.14964048082183182,0.14481922770751918,0.6040192348787574,0.1846711167049112,0.19117058065757309,1.0832723316266288,0.24036654143613786,0.216325011181802,0.2135790897898408,0.2480012519066838,0.12155786208948173,0.27838806039827013,4.152595567127129,0.34981572509323705,0.22019518535884552,0.24195692515507747,2.1081460859208594,0.21891732731482363,0.2224350386038949,40.32610282423007,0.29946520887542544,0.419159541881741,7.196215378850264,0.11668433879530916,0.12322101876913186,0.7296960983622757,0.16282216576768455,0.16198461436234549,1.0383216357582175,0.17129143525442067,0.1748889622324149,7.529753430377363,0.20987470687044502,0.2089849014891112,1.0160291606339094,0.1757747491135235,0.17418068739021325,1.5518953164723592,0.14474789089251622,0.14344221103132954,1.4682871736876517,0.28095896253151015,0.32292747855605886,22.756717749694236,0.18972671506694783,0.5619834385826742,7.18208938207956,0.2252617637292966,0.21675911539230802,0.7124051358073812,0.13165008470156228,0.12843265780558144,2.1004020215518766,0.32944589965880683,0.3569479190285877,0.9123303759693309,0.20607503290395082,0.24770830693717638,0.41872267475752106,3.0509699895160116,0.20774035763014245,0.1536523462388842,0.1484514315902941,0.5377287424469654,0.16355485254044833,0.16310580151706153,0.9161700096144804,0.17856246421742922,0.3731916185523104,0.18769445968347,0.2650109409858197,0.18203709903335774,0.18077122226473838,0.283621232765329,0.17661400742734215,0.17614288027977587,0.874481340492446,0.12412416831868953,0.12611706836770584,0.18751045493091462,0.15709666459528604,0.15052822866428847,3.352069792873198
Stdev,Mkt-RF,0.12688305728707494,0.2088426743440623,0.08336316985244646,0.13076603023710126,0.19537988737018236,0.22299945656491424,0.8936688242907795,0.14235435701868465,0.1450590275981545,0.17075970319414174,0.07075839404167289,0.0938784287076081,0.09319278782034243,0.3656697538271589,0.0931348101285665,0.11376395007096649,0.12085997964033446,0.1222328740972754,0.7049090555745249,0.47271471010863725,0.08908208512491311,0.08621195748312,0.35957711845780255,0.10993608178796735,0.11380526075556699,0.6448800319902978,0.1430919801099104,0.12877987931413787,0.12714521199790374,0.1476369797270328,0.07236429446621916,0.151615787775541,2.2615878257223967,0.19803909085723784,0.13108382262943719,0.1395764676579985,1.2161155701217348,0.1303231042835061,0.13241722383442509,24.006427303727015,0.17827385398977205,0.25629953853965154,4.400202062802211,0.06946304999971256,0.07351601422374801,0.43535063483546643,0.09692923967819439,0.09750934833598252,0.6250350779578149,0.10197105845089366,0.10411269287182567,4.4825179147421,0.12493996544464124,0.12441025771923664,0.6048496749001288,0.10464000835432134,0.10369105161914911,0.9238547612764368,0.08616949014946981,0.08539220926998238,0.8740822154266873,0.16725694865040647,0.20367177427793176,14.35276149786593,0.11294571688918396,0.3116175414004902,3.982439484349597,0.13409999421088212,0.12903830476172398,0.4241000470118747,0.07837226923943151,0.07645691120892502,1.250384860118183,0.1961215809804971,0.2252743836840587,0.5757833347846923,0.1226779914261725,0.14746258741976906,0.2505845096412154,1.8258524432565415,0.12366937155409297,0.09147037828348076,0.08837423532197326,0.3201138979619235,0.09736541353370981,0.09709809013785412,0.5454027836394285,0.10629955577642441,0.20410068163341413,0.10968559564895362,0.1577629734566307,0.10836803158424455,0.10761444578018618,0.16884181781343027,0.10513962503653716,0.10485915956066018,0.5205852105397063,0.07389203554745158,0.0750784236881265,0.11162636083651176,0.0935208064786936,0.08961056798220451,1.9955119429809691
Stdev,RMW,0.28016975884123196,0.4759291515425849,0.18997536218297933,0.29800119164728095,0.445248962246975,0.4835425956889104,1.9377937042551938,0.32440969532249747,0.33057333777791154,0.38914230970324726,0.1637248857842429,0.2139384637899954,0.21237596471376896,0.833320566452005,0.2122438400235351,0.26745815490320823,0.2754264076838751,0.27855508095959153,1.6064090818027144,1.667256596468369,0.20300813195533388,0.19646743131707683,0.8194361302796402,0.250532063399384,0.25934949053203205,1.469609635271478,0.3260906560412198,0.2934749753144822,0.28974975090183175,0.33644820302404954,0.16491015246503735,0.28514969301118565,4.253455947327219,0.430850574069237,0.29872540504919304,0.3105258350152271,2.705580025225908,0.2969918128220346,0.3017640776104832,54.707969116544604,0.40626622091516595,0.5188391938747127,8.907535706690119,0.15829854005536623,0.16329869532530236,0.9670299924218247,0.22089092157338816,0.21640816879383706,1.3871767062445828,0.2323806639752167,0.23726120985057433,10.215158154999461,0.2847242400749241,0.28351709527509245,1.3783849181694365,0.2384629029957501,0.23630033648371107,2.1053619144835136,0.19637065300231962,0.19459931660928304,1.9919358362608217,0.38115992294585777,0.4508353249407837,31.770390947043825,0.2573906859710094,0.6309533669250033,8.063517830005893,0.3055989235298989,0.29406389807364985,0.9664766847938544,0.17860165658547147,0.1742367693553001,2.8494875745430237,0.44693919922450054,0.4836321248099455,1.2361250892272773,0.27956945368463093,0.3360507824150084,0.44780797114314913,3.2628963354205354,0.2818286983750147,0.20845078557084665,0.20139502123842296,0.7295038541931956,0.22188491312053013,0.22127571293011555,1.2429120862474594,0.24224482639347952,0.38333848876301935,0.25292821240388513,0.3595242128452678,0.24695865195281108,0.24524131399271026,0.384771662923968,0.2396014736658027,0.23896232414145208,1.186355606371905,0.16839170391926658,0.17109535011114296,0.25438402074464683,0.21312348263485253,0.20421248541740997,4.547549052888432
Stdev,SMB,0.23815056029930384,0.38353743697178644,0.15309560942691522,0.2401504780459103,0.35881316628967297,0.4034499408290536,1.6168229278887507,0.26143232174265274,0.2663994216189638,0.3135984496791431,0.12890607689126526,0.1724067748439953,0.1711476023620738,0.6715487656029437,0.171041126923684,0.1969121872140231,0.2219581173690045,0.22447942400761042,1.2945582760918253,0.962341935266624,0.16359833887505026,0.15832737879482417,0.6603597030164493,0.20189649061002116,0.20900219823936084,1.1843155878015816,0.2627869590108666,0.2365029321751965,0.23350088235592872,0.27113380435587997,0.13289628719329996,0.27304726165105103,4.07292915768812,0.36472209833833913,0.24073410052646163,0.2509674706781469,2.1866540528422265,0.23933704905902473,0.2431828782114937,44.08755838738257,0.32739811081749653,0.4271116415253932,7.332738626043679,0.12756818138251477,0.13525489551255226,0.8009588828738913,0.17800955801088947,0.17621749927570599,1.1295544506954507,0.18726880665741635,0.19120189638304202,8.232098337181542,0.22945096959942118,0.22847816677555421,1.1108002461327857,0.19217030587725653,0.19042755653185472,1.6966498268950192,0.15824938797060983,0.15682191957957284,1.6052430551385721,0.30716567675921663,0.3824654069878935,26.95235894685409,0.20742365471365284,0.5500643728823006,7.029764972970894,0.24627326880922706,0.23697752786847018,0.7788554018541907,0.1439298714602433,0.140412336012993,2.2963190161411973,0.3601752790245914,0.39620293910153115,1.0126630724570889,0.22529687743284127,0.2708135346659538,0.44830732072089646,3.2665347831756444,0.22711753690544004,0.16798441485138646,0.16229837994647772,0.5878859019066894,0.178810586838661,0.17831965015433093,1.0016266379050587,0.1952180477566673,0.3638052590817952,0.20610581040962395,0.2897300883483177,0.1990167824370252,0.19763282980983987,0.31007627277907196,0.19308784680785057,0.19257277482787913,0.9560494185535863,0.13570196807481874,0.13788075776977612,0.20500067080730114,0.17175000527564532,0.16456889224114604,3.6647372883025455
Tstat,Alpha,1.1437198056659865,2.0568098081493265,2.076586080207258,0.7620285764577642,0.9882695653660016,0.9221335962590052,2.1157953126961346,1.7494771993966853,1.7630820480823297,1.7549806321617951,0.8878531880218913,2.4902733999159152,2.678684497269088,4.520376518513995,0.9630148076548984,0.6035585962320297,1.0340238147672705,1.1496688997239157,0.9896744100168364,-1.0142587397912939,1.2910460755423343,1.2720735830365666,0.1982530386975498,1.7392737880994251,1.8558355215002198,2.3978453539106375,2.0236299138343603,1.7507138660292894,2.0325793223048088,-0.9456708578094433,0.930512781973538,-0.4349640758352468,1.5398400426264387,0.4747981122652652,1.6310314245638868,1.5426964585552434,2.3482713339352967,1.694503925613764,1.6540942438528523,1.3442152329473773,0.9165661347369143,0.4499308237788811,1.0845880005519197,0.5066635099887081,0.6729368071534738,1.5144917726695701,2.1098847064800488,2.3437924656466174,1.736847967918354,1.667397140237769,1.499083389028741,1.4329007347775857,1.7805988867218177,1.976588235854017,0.8829661625283225,1.9901163707558307,2.132640760538781,2.0843015954121196,1.8421919199047994,1.8429376670219126,4.566360223881571,1.2819275039846936,1.7000819789303065,1.194461926104014,0.8337286563121207,-0.0101322235922455,1.198686830192668,0.6811037974139361,0.7205027809549122,0.6828143375674828,2.8055647185059502,2.686131668089306,4.752344285931666,1.1593844059056715,0.5929806711140978,1.8230589922930387,1.1619337911364933,1.453141871306364,0.7710439836547814,1.9884544229346024,0.8951129775386485,2.3533989146765646,2.4747767932516953,-0.039381292200982534,2.18956534515898,2.2790974298916327,1.044730841562715,2.0506144305035754,1.3146661010478302,0.7950014300072004,1.0930997237576159,1.2599089610465968,1.4051151705287113,0.1139039501086386,1.5202909331344445,1.6671470071485452,2.3519306928601824,1.1497570641026293,1.369766491787645,-1.0076615790549033,1.7588173846824546,1.9222641183152418,1.232270312040492
Tstat,CMA,1.326787266646165,0.27489275134072216,0.6560462437266292,0.5602098195586096,0.12801726898186197,0.6791048344582652,-0.5369142746383592,-0.6822899104731167,-0.7083192395370551,-0.9731980548974773,0.4688023964256662,0.10042439758644842,0.06107652870116247,-0.18565529861527566,0.11985266544599693,-0.2806353313400102,0.3298967531816726,0.3568869977579241,-0.7661826492646063,-1.0395980871104364,-0.440438532124301,-0.42161148604758336,1.048439983809713,0.2585537324492959,0.1629471673528662,0.8150418436240472,-0.28521640444931207,0.27092402172742674,0.10592755899302438,0.5563241689860757,0.39213066770993166,0.4592093155688571,-0.30597580620804204,1.8836322351803958,0.5746267776082296,0.8639529814844872,1.303335063567474,0.8347276028234848,0.7840804948940573,1.1411674045251525,0.5483987394060023,0.8213476652391655,0.9705175357749553,1.3213179174058085,1.2653217549726754,3.9761708928056354,1.0830404914706746,1.0579596816570085,0.05646828587228171,0.16402212434283628,0.04785906344240226,-0.7503145605479538,0.3708063303378953,0.4206806418105253,-1.3826194053118566,-0.10768193830628701,-0.16390703600249837,-0.47403016194281733,0.44338373986091584,0.39839145829131273,-0.7964623044838283,0.06532937994710049,1.3403729367200543,-0.8148127822010006,0.7324870976762208,1.4189606635878453,0.24743660236983311,-0.17116046877995783,-0.12473809268691993,0.7873752758959541,-0.06284090896952624,-0.06444250032524468,-0.19917006823136174,0.37955585469133873,0.16547451854755135,0.18686973729869308,0.4255200942097107,-0.310371392500897,0.26502282887951145,-0.44028444147567036,0.4745782967614877,0.4719490461403139,0.47490059587759925,-0.41093477990012495,0.9845567746243432,1.0897141834625916,0.03976168057104795,0.3821967601472249,1.5108636421392099,0.8965840403430232,1.0114768449993896,0.44391965160336394,0.288354514422435,0.0039776219078833195,0.31084218776488637,0.3709710954833555,-2.333612178404801,0.22516985012509902,-0.03432411062515166,0.8999036376334495,0.36460164668547423,0.39421787928198904,-1.2238972817337181
Tstat,HML,0.3679145670873434,1.452277276146123,-0.5305714608979128,-0.46881198369704835,0.4378884521981407,-0.2369443805497671,1.2077180907526612,1.0483024369312255,1.0680399192001562,0.47024012984163804,0.8529764522261586,-0.5021029748357518,-0.45543873755390735,-0.06987237098748088,1.0194354446268603,0.4403002633569503,0.44671265235593327,0.5348524398706769,0.1564128958799162,0.3411605158259678,0.19628047649190092,0.0869354202435504,-0.6326722851805774,0.5911608046159884,0.8831579120036391,-0.7551813590975059,0.3797423813689738,0.6649180124456111,0.8491367161553781,-0.031480765895108884,0.450394840722715,0.2936184773692763,0.013932143269213595,-2.04737865097047,-0.6210544091426672,-0.6822025922625602,-1.388394962195901,-0.8188392915666182,-0.8132606810467194,-0.07878720365344917,-0.9720359985781415,-1.273465208753764,-0.4281708575848902,-0.7843926809800899,-0.9002340584414333,-2.9909697354372935,-0.22746733116826293,0.03740151217017087,0.23056107614549967,0.40920618751516197,0.46612349264795017,-0.011039988144148555,0.41256579422376516,0.4693234330057899,0.5669924087044791,0.44891300418068175,0.5010186790647733,-0.22746771310214667,-0.251751145811014,-0.14153422032233307,0.0012007466214997548,0.8617844483457602,-0.5633872720228051,-0.410160838354378,-0.8340928690329832,-1.0494079024986391,0.04538181813791911,0.5631006113230249,0.5608428611604136,-0.864447495484605,-0.061094711359536646,0.19604860010139738,1.028984409530359,-1.1061742554198002,0.037926724659993166,1.8388309642524647,0.307939211380124,0.8011590047956311,0.3870240910308414,-0.20417411803897353,0.13200231568035756,-0.21681442077959237,-0.39479856449743767,1.1975793488475646,0.10027225385770559,0.01950729545613477,0.07108922459913426,-0.6168073782519822,-0.7890408104928952,0.13040584924137702,-0.03840546417082889,0.020603864781929764,0.1598189032414399,-0.29891642798788004,0.4474138885102926,0.4390240994880215,1.4908566607486498,0.2110445159455617,0.2941675673013577,-0.06407587068840556,0.13836844799571268,0.10768889618740202,0.4731147019638152
