,,Agriculture,Aircraft,Almost Nothing,Apparel,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Beer & Liquor,Business Services,Business Services - Large Cap,Business Services - Small Cap,Business Supplies,Candy & Soda,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Coal,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Defense,Electrical Equipment,Electrical Equipment - Large Cap,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Large Cap,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Large Cap,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Large Cap,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Printing and Publishing,Real Estate,Real Estate - Large Cap,Real Estate - Small Cap,Recreation,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Rubber and Plastic Products,"Shipbuilding, Railroad Equipment",Shipping Containers,Steel Works Etc,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap
Pvalue,RMW,0.5724365083119831,0.07357536956370848,0.7184153224106173,0.8607368397713391,0.06579270686660921,0.852686532501288,0.729054143570061,0.20212810896440866,0.2233973076949953,0.07719513188584971,0.5519933702612059,0.4955416174413495,0.5456675735425495,0.8270683319528827,0.4203607621470058,0.7121474906149433,0.390190241774678,0.4017746402354889,0.43526587432494235,0.9978766907617436,0.16116864494253175,0.1845215982040322,0.18936054260266194,0.5899142476404509,0.7049245580871943,0.36570089378585124,0.34959601025155296,0.20768121777669368,0.27403648859713065,0.23830853876327435,0.04596821760945842,0.7982973856890477,0.5080424426920283,0.15361691212236409,0.9345244258078367,0.13397686613353932,0.8364272902395059,0.3462278614258233,0.7949193260516418,0.8349681088040835,0.785871471099471,0.28839018186475757,0.5843898483818808,0.06844401091452815,0.3930758971028727,0.755928720759041,0.5080321489471759,0.012099248301218096,0.001091930106455005,0.32604955104259215,0.402671791725429,0.37478894163584975,0.5816344987103853,0.5057019456352022,0.4760493403461077,0.5680207094141538,0.8677960133793269,0.9154221963622172,0.2860771856835831,0.7965762197390942,0.886860470694608,0.5916896179126787,0.1261873079658072,0.5758435082665601,0.5412819815668817,0.4083118204977022,0.4943038634884531,0.9600764865758334,0.9296733796587763,0.5797165485814202,0.7758347847444022,0.5674864574143172,0.9468729968342084,0.39121062699503173,0.29216629211699646,0.6329963919944042,0.04970257399731466,0.08247458500257966,0.9853249892555942,0.8202234496595198,0.8434447834742185,0.8200920527992326,0.5834651630360708,0.01486839530579207,0.8918665402920329,0.7685566165311468,0.3147843175454679,0.35131431775452027,0.372874124055391,0.3010965070614188,0.2740152579352299,0.24630453643225156,0.26443175629395277,0.1565015805037677,0.5784269388023094,0.8174675516836435,0.0817307266060708,0.29751040134466317,0.32195233475933555,0.33103343191820267,0.4610827359417863,0.5164174824573442,0.6175098469395919
Pvalue,SMB,0.5796574977365421,0.7211083043754635,0.9281810513765274,0.8579764339554523,0.7080753030663335,0.9608378150276864,0.8456054471406763,0.8934628663347826,0.9337603453612786,0.10254949686709697,0.41616863311885666,0.407852660885032,0.39227909146614315,0.632935768185652,0.7187535119331887,0.35171878868606854,0.9386374352882673,0.9005695627094557,0.16877709518503298,0.7475758003721524,0.8581857945828437,0.7698704142978343,0.4370287148334734,0.8561966758577657,0.5660628530221966,0.414851263571146,0.36697470362021434,0.010717423906959955,0.3996490030645723,0.31901861012008653,0.02251569767120795,0.21733203861541806,0.20906533614303718,0.2405756123429064,0.9918664314448518,0.3066897861780253,0.7429452676616831,0.23451542008358794,0.41007943699612315,0.3709527924885998,0.11553922307613787,0.974533586742139,0.9460884493975402,0.3994843699358842,0.8182953268694888,0.7441684966592914,0.8813693838897858,0.06610822361509863,0.020447730802447057,0.6126004154068133,0.5015477164151314,0.48565314776241475,0.5830644152236659,0.667697800412196,0.6209351198893739,0.7460014235826931,0.7493279584102677,0.7120957802842401,0.9455594031594383,0.7607152419392322,0.7375897118476391,0.14071071829257398,0.7710271966247664,0.7283729050069678,0.7807933685909287,0.9911357488032835,0.7615874130226663,0.9640616651851569,0.9789519832625794,0.2377268295416622,0.4043509796127299,0.3630653563953883,0.8899210769011948,0.8539651259518504,0.2394153915956185,0.6335143571396132,0.17018499716084243,0.39619774413677256,0.9458593325580265,0.4630821518295113,0.6240296076199884,0.4498945374817851,0.40266807585362074,0.13777077044285313,0.9535616897904131,0.9387531320878602,0.25367833422815456,0.9242007581654743,0.436559907661203,0.8025665320497,0.7767494235804292,0.7523301529851207,0.8074457420740377,0.384938763449288,0.8074701364460078,0.6708095439742656,0.48676991362804,0.972558184254641,0.9848380579900703,0.9503528140352284,0.418915872787027,0.4692676944886003,0.7523001757523513
Rsquared,Adj Rsquared,0.005206486473308125,-0.0038669460069189476,-0.01109315037426839,-0.0207505073143448,0.0015864189886212188,-0.10775186520935165,-0.02419205906931121,-0.007441315790327696,-0.005855934887153191,0.0024194952035864192,0.003520532569225243,-0.014795013354389042,-0.01533068764709089,-0.012930602781066503,-0.007689203396283428,-0.007276176889597252,-0.01415359496591595,-0.014494518940580958,-0.005214152178917741,-0.08441514033269493,-0.007566577954572606,-0.007520830844204296,-0.010097081966495614,-0.00744668921659275,0.006566454270101496,-0.01610657542051719,-0.01122133906798184,0.04194028729418442,-0.0030655301115691813,0.0009007676312159374,0.01300535039345474,-0.006715306887265848,-0.02264729177829894,0.018843589517736237,-0.024407599916015377,0.02462686594285557,-0.01269769447210467,-0.012205216593136337,-0.013094897768381353,-0.01303585774781335,-0.0022366596096421443,-0.017272417483461755,-0.028307328150475097,0.011014473895695875,-0.008426879201842041,0.010901111725656554,-0.019396435107624566,0.016334192231788225,0.05461997785512063,-0.01610017510205819,-0.012476422478073124,-0.010955744204697027,-0.017538878883127884,-0.011535580043342097,-0.01064517707902013,-0.01950151402325284,-0.011856856487265865,-0.011401186028949795,-0.01286368814148764,-0.01856608071834609,-0.017969263408761593,-0.010073239604079465,0.00800933011270566,-0.020003456949574394,-0.0370494122673799,-0.0051253718340431575,-0.05474456017380325,-0.012744696791058052,-0.014693268973581919,-0.006464569810314957,-0.01623606745441264,-0.011806476335399108,-0.020416942332095456,-0.012961423905088365,-0.014640624526877755,-0.022291318678886674,0.003037159701965386,0.0008117683720988422,-0.13443184329408897,0.007850481054369474,-0.017693546758771328,-0.008720432378418463,-0.02644121717579484,0.013899944164198819,-0.011839623664695376,-0.011333906108906389,-0.009186194043977247,-0.01856349982631489,0.009295597522490984,-0.010755256505720512,-0.008917920591585027,-0.011685637882187017,-0.01218567024190409,-0.010661643114284525,-0.011994111692215315,-0.010544495850455249,0.016560868972475662,-0.011686223742133128,-0.01503862197107475,-0.005885442248653616,-0.012662143389001512,-0.012037286201595832,-0.01675852639234643
Rsquared,Rsquared,0.03238663711611389,0.01947879692347443,0.012420643820481914,0.0029878765766864213,0.024805339477257826,0.024123356839380605,0.002902968948395479,0.01587908503815194,0.017536063598594387,0.02561904182675878,0.02843251925499457,0.008695611954740223,0.008281653926097143,0.010625922865004744,0.015745429240839437,0.021668540837115335,0.009431372358872814,0.009098376848734713,0.018162921127568565,0.04468190018310214,0.015756722461042316,0.01590988615217248,0.013393547846678566,0.015982303555886035,0.03946160479095895,0.007523810054378521,0.012295436259180503,0.08713178317653425,0.020261575239862495,0.02413563350025738,0.03707839062776064,0.01669667699383337,0.13229926758204935,0.08994188013239302,0.03882743711583747,0.04730996208371929,0.08107061057160858,0.011334439606703994,0.010356373013293951,0.010523115688182316,0.02107116968360534,0.006385080597548831,0.004441312873425418,0.03943359820903791,0.014916335594496788,0.041618468504363015,0.0044212386098432255,0.039210141249653496,0.08275628803800394,0.008804240954364717,0.010960531745956237,0.012554854497737744,0.006124815974619224,0.011879595420624112,0.012858199132119719,0.004207823512171638,0.011674698314763532,0.012119771785676803,0.01069128135017483,0.005121502554173429,0.005704440391442023,0.013416835735550303,0.03097207710083738,0.028109913661254704,0.013786343235923093,0.018249636813260195,0.04667318599675485,0.010698467486512597,0.00890424890952446,0.01694158297597137,0.007287915588513494,0.011723906835191533,0.0033136842337672112,0.010486757203825636,0.015557013107850848,0.0059487729973255465,0.026222342034477708,0.024048703991352283,0.04854103465657045,0.081891489930909,0.005973745026316313,0.014629577630341117,0.02701926288544454,0.03683250360224066,0.011582589846061309,0.012185487056416977,0.014283252329138407,0.005124023425459701,0.10642348011832525,0.015161544943144256,0.014545286864033224,0.011733011142863625,0.011353531391628535,0.01284211602790808,0.011431677930289541,0.012956538936764517,0.03943154643823199,0.011841362856521154,0.00856692737708964,0.017507242454803396,0.010888139015393872,0.011498464640301687,0.006887020733056803
Stdev,Alpha,0.5349650591663424,0.503619099016091,0.3353910754512455,0.4944466963492622,0.7255175291081073,2.236253460965463,0.8652421879715514,0.47215187846735024,0.47517664021295014,0.3781061542214839,0.2916014987476638,0.37875410324801795,0.3798299916442269,0.8314303101198782,0.400470717051425,0.33242694444223964,0.4749219097858118,0.47384996146539704,0.7608463102424771,1.9418963770882662,0.3440476507828062,0.34124733604957214,0.6889816882956956,0.43449282760156704,0.5529022300235495,0.7913319766974293,0.5848290379545613,1.2465346560087334,0.5469473158050486,0.5487234975920949,0.6159498682000555,0.3027187901728846,0.6653176636856061,1.616202219517177,0.8658235942015016,5.136515573513228,1.131896566449776,0.7883858388101613,0.47140213556140326,0.47421131489140717,1.1961071301467667,0.6541257146330931,0.9243635490793931,0.7703384673527528,0.27802863303763886,0.313635404669065,0.5189820165940142,0.4223835198714825,0.4648292675321538,0.7206428005824302,0.3918231844175383,0.405830949011315,0.4611300511995961,0.5064691605517245,0.5062678252072812,0.688125998755439,0.41560636131806283,0.4108885055008509,0.6967393989222673,0.34667218962827273,0.34373824483434934,1.0506300295202369,0.7642709447388911,0.9341044893959022,1.1206169371380632,0.4343423817884519,2.1733389348816794,0.5713659084283431,0.5505747011090678,0.8373887024547018,0.3127315768452269,0.30622336902305336,1.0215045713683566,0.8122466481658224,0.8524093593317013,65.80307546764638,0.4956153259664472,0.5879918149485105,1.7511486923886839,1.2917022800953963,0.5138469700018036,0.35819048729704567,0.47620096480719937,0.6899805904541353,0.35657339880686606,0.35335732228803424,0.8478659222388499,0.43567206124842534,0.8880741646447686,0.48658520844109876,0.6306087127924461,0.39908901129082597,0.3976368423444922,0.5247947413637728,0.41477938680893606,0.4155348482235274,0.8416320790547926,0.2888759862446227,0.28831446449461673,0.41739563301888916,0.3652873929181073,0.35106762823330606,0.7289859631767606
Stdev,CMA,32.320743633556454,31.170422066838007,20.758309999939083,30.602715911430842,44.90434863048468,116.97233921331271,52.39999565667978,29.322273286280456,29.41003719016313,23.402068023587873,19.11374925852299,23.521946708735697,23.508761237063066,51.45959264894873,24.786274587857402,21.780233565127997,29.39427119768453,29.327925259560963,47.090947632025056,125.71473433462694,21.36655533914992,21.120770667018355,42.64304126363819,26.892000021075468,39.30894792548443,48.9777924563103,36.1967367512487,78.61792553545193,33.85212895077831,33.962061906215915,37.884271910881615,18.73612910170808,33.320447053360624,78.63853512718529,47.3003339370553,317.91359519941136,57.40303872353136,48.7954475817957,29.275711645026398,29.350290453466517,74.03048088658336,40.48570566469738,51.9192212538202,47.213709018770466,17.266544794450876,20.409129618525306,32.06705895507486,26.142520436958463,28.913013912327457,44.08093013259166,24.33358208948905,25.11803462811868,28.54065374342521,31.45349582210265,31.334359283437188,42.590080198062864,25.723062769573172,25.43106122046535,43.12318809479502,21.456530323531087,21.27494011433119,65.02648831273558,47.46388297584036,48.36087231472819,57.83301297112806,26.88268850071782,110.13808769430165,35.483809505924285,34.076638170437015,51.82837454042011,19.421718264198912,18.95303747976541,63.22383065885034,50.44334096624906,51.18912363103885,4016.504993033841,30.67504573069034,36.39249003780452,84.72042125855369,60.74503793348624,31.8034541660826,22.244874660169824,32.00065851284936,42.70486616651194,22.14444784244527,21.870292245953554,52.47683954779761,26.964986153967967,44.47414982673627,29.608190189208873,39.03017136396954,24.784815201005888,24.610878001683037,32.48104295235085,25.75924207483268,25.718636620238623,52.09100921784156,17.87935849496304,17.84460431272176,25.83380589709944,22.608678334870895,21.728576552030823,45.119019904950115
Stdev,HML,20.041934669383103,19.54077041582894,13.013406397244976,19.18487482921555,28.150583440259965,91.76586741455196,35.02441775254621,18.3282780844122,18.437183282974612,14.670781086119929,12.3275548054448,14.702706579238747,14.737667173994366,32.260072818038424,15.538541638815522,14.340232777405815,18.42729956568835,18.38570722721711,29.52136465679149,71.81222113421194,13.355450450192501,13.240633371104261,26.732967470850912,16.85862313020677,23.513961336015267,30.70422966396376,22.69177238414276,51.442786405048075,21.221935285180397,21.290852370702485,23.81998062244391,11.74569906280864,27.89508523773035,57.6010801924686,31.460921121007157,199.3003675901993,45.03129371519273,30.589917470123314,18.299174109401832,18.399727990826815,46.40978642112065,25.38053151222311,32.26819769229555,29.00059990703663,10.792684164011467,13.297206982411243,20.109694934238323,16.388773589729663,18.6498098116221,27.79434946771294,15.210030101407657,15.746522357395168,17.89216588476294,19.660427161495925,19.64354282953914,26.69976612307429,16.12581513636129,15.94275905775102,27.033972024892716,13.451121453323497,13.337282359963492,40.76517399546553,29.667933234706968,33.357305414356695,39.81266676257826,16.85278572828963,86.10705149368435,22.17962849501112,21.3626803513903,32.491262574125294,12.139804091857286,11.881679153415032,39.63508601406524,31.53028319836361,33.97556659928042,2691.1426369288743,19.23021846907187,22.814490325610766,76.40797474856794,45.3705948797381,19.93761890542155,13.904455658806292,19.518149627585192,26.771725567563443,13.84168253666745,13.710509238177115,32.89778597007712,16.904378213770713,34.949370514762556,18.749076607895763,24.468055526434444,15.49207937732941,15.428585334252043,20.362400029027015,16.101157893925127,16.123040378682774,32.65590852995238,11.208588667269693,11.186801233826843,16.195240119618862,14.173404254832219,13.621667520431812,28.285161088268953
Stdev,Mkt-RF,11.939646940048766,11.480598062244537,7.645639608271994,11.271502202916222,16.539037449286354,45.82068563157095,20.799109138486926,10.740138196610154,10.832218288604587,8.619380777970076,6.814522008197988,8.61559933769947,8.658677708157656,18.953445621705203,9.129207663388025,8.02228719303424,10.826411404683956,10.801975064135666,17.344399154243753,42.66328127487436,7.826124355622847,7.779140053764431,15.706159379227207,9.904782253824576,13.77517425508369,18.039356283377124,13.331875484871059,37.09501134861721,12.468316444410034,12.508806626816531,14.272739179624143,6.900835894932548,14.70934745858702,38.27197414110504,17.565991402793177,117.09299916380002,24.4596904482129,17.972195556181205,10.72308363686142,10.81021254649196,27.26668870864466,14.911575884537829,19.57712750068735,18.491714715310682,6.324375857895357,7.459327164694068,11.811534145951843,9.628736140536308,10.619886106924916,16.34728532196617,8.912884478910808,9.251400544420777,10.512009537739273,11.520760638089481,11.540978935085548,15.686652915518929,9.474242727740961,9.366693577085533,15.883005646100075,7.902806061676496,7.835923290586884,23.950364679598,17.38503210618299,21.088661289862078,25.05387019334754,9.901352662067836,46.810851529707655,12.996980626810014,12.551007019040139,19.089274281950438,7.113771027798226,6.980726949967665,23.286415121144543,18.4763455338822,21.2989432619736,1629.808408888553,11.298142508942638,13.403974758903724,38.8313909740722,27.954765442123453,11.713754580829443,8.147834435752285,11.039499257438601,15.728930545386232,8.11105018336923,8.055201634460467,19.328115003810666,9.93166429135553,19.100500103875145,10.81255546220429,14.375477777279777,9.078161772702511,9.064606109291647,11.963322087164434,9.435074048405475,9.472612501452577,19.186007112908502,6.5852726681500044,6.5724721100940835,9.515031310345291,8.327161824265902,8.003005327411746,16.618104540914526
Stdev,RMW,26.75728528807473,26.439134731437402,17.60745342839717,25.95759939968952,38.08841987840482,87.09420217847139,45.98039052336454,24.854592026686525,24.945954663686294,19.849921446144474,15.910459653608294,19.938030841306848,19.94041993987523,43.64865834517903,21.024022450307573,19.089831787795323,24.932581755278996,24.876306315916285,39.94312000025072,141.07355604125183,18.11104516983911,17.914897016783836,36.170351203779674,22.8101246184748,31.22329843261113,41.543564948337156,30.702516563700716,66.43421101436647,28.713791438449174,28.807037921092483,31.820206742906233,15.892214760629845,26.5256164657104,66.31825047745251,38.94881373668768,269.6582150350569,44.480155025380206,41.38889778680367,24.815124738930088,24.895276748003973,62.793562891015156,34.34047265933723,44.98480234553903,40.8141648268662,14.635731765632922,17.4768429779028,27.201634542735103,22.174406832541678,23.585186227452,37.12339205102327,20.626001588530173,21.305425390061377,24.208532949206536,26.661091343051787,26.578188291503693,36.12542897766211,21.81861768864257,21.57093838927037,36.5776176415779,18.199692480152482,18.045665435005287,55.15626583195186,40.23205963089055,45.226103188571436,54.20117783092693,22.802226472573455,87.37054724327147,30.077327232164382,28.904222915260053,43.96146367371191,16.462532737520345,16.076199110265474,53.62722947551335,42.75755320668734,45.416341128972796,3506.00326375735,26.018950440506412,30.86855690496633,69.37654849826296,53.060264609382415,26.976080330870225,18.855539574484062,27.238964239243355,36.222791845530764,18.770414265176957,18.550650423237396,44.51149965532015,22.872032352573925,35.65690161778461,25.203455181838564,33.105870593293545,21.00848267334193,20.87524891226069,27.55081945933769,21.834441226157693,21.81486337442935,44.18423363193076,15.165491411902169,15.136012487786616,21.912551369199395,19.17695857032772,18.43044543155817,38.27050668930494
Stdev,SMB,22.3080679601853,21.015012647521434,13.995195389221216,20.63226672222163,30.274388084154506,83.97459023896731,37.568706184110205,19.770500725519252,19.828166015528403,15.777609762207007,12.379512737895519,15.859638846223813,15.849542032670913,34.69391553425508,16.710838012775163,13.81066872743933,19.817536626852558,19.77280637822812,31.748587104427518,84.20090453896552,14.406369305348486,14.239565371974955,28.749820889898576,18.13051229618387,23.393524905852228,33.02069268455857,24.403740154541314,48.44501767149902,22.823012037523522,22.897128533089315,26.08728758737802,12.631846601040635,26.637701088448683,61.1208995904579,32.00617082733138,214.33646967015127,42.303553304648645,32.89775627272821,19.739106605656605,19.787884930317713,49.91114617561744,27.29535117500426,36.10582882933734,32.096561182288596,11.641943073548253,13.069217522364536,21.621499393402072,17.625215226240293,18.90657006597581,29.520731619306833,16.406882838099065,16.93450971754333,19.242030091877222,21.207474464879027,21.12553866711924,28.714114685455623,17.342418022971753,17.145551383359415,29.07353456011426,14.465933606996364,14.343505988441214,43.84067919856264,32.00245505006161,38.68459191006461,45.19073237425954,18.12423449482257,81.16876752418656,23.924907688153287,22.974375534639346,34.94254726907182,13.09506569577037,12.77808563169777,42.62533237668393,34.011350328607094,36.58821311082512,2885.876617102476,20.68103128701552,24.535716480814454,66.64697616074547,47.18332273415631,21.441801144109206,14.99857484834731,19.159595118848515,28.791503069018187,14.930862210473022,14.744890754709218,35.379740589787595,18.179719345820242,32.77179509236899,20.217606885057684,26.314033961104894,16.711126116630815,16.59258611779336,21.898629636284017,17.36813203932549,17.339433925289473,35.11961484473232,12.054214219349948,12.03078304547015,17.41708073432678,15.242708620764372,14.649346424454322,30.41911886573575
Tstat,Alpha,1.6325707345847507,1.953290104510409,3.056068297808058,2.149111226872359,2.304008631843083,1.0947423418615316,-3.007696274170662,2.147855516635751,2.3527096401939365,-0.7984782353520959,2.260465141847345,3.5874980858909726,3.8052752907124616,-4.466598770167132,2.0083035351706218,2.7858750490653215,2.0068987758577084,2.1035326951916327,-3.4620597011728593,-0.8170728659910673,2.656048238941076,2.79648510588518,-0.7981261000796736,2.403805236490453,2.1519380513506974,-2.657423678083485,2.502711845558605,-2.218651893549424,2.6167330705882392,2.958733830081995,-1.1726842718845714,2.152079165150142,-0.602789534201952,-3.81786377240251,0.7592909995321991,1.0661376477503308,1.666345388089881,-5.157020713008796,3.666042100144841,3.827844865617829,-1.5639247875193978,2.059591997083302,1.5259371999152638,-4.511801416615066,1.9870989006141297,2.5915602005030203,-3.804976047002811,2.750019544839544,3.2420707963611415,-2.9949268448832846,2.36404672820867,2.3281954340349,-1.0983717349360282,2.5276820304321443,2.6942869483826737,-4.765289034057402,2.6665881986542175,2.9268897544431076,-3.574751253763448,2.84473275188614,3.0543952011611832,-5.01831260237322,1.9996577825899242,2.635151246096464,-0.8932933671830215,2.0454681618576926,-3.6425130657722313,1.569694146969093,1.618332342801673,-2.185468819692428,3.5399536178246684,4.021147978949625,-6.568501541824754,1.7097614637798924,0.8882951674768906,0.8759179591888461,1.9820642998666111,1.9196838573845545,1.2737125863494296,-2.774931128714517,1.387646014112752,3.5708480960837883,3.2178974389916384,-1.6650454141899504,3.7498253554744934,4.005171936940787,-3.6930037121380845,2.879846723326845,1.7890880321968992,1.9311631319662244,1.6010439741087175,2.437931529181344,2.6729979089223037,-1.7420409707534048,2.638288837335856,3.00777034262971,-4.276439464303656,2.941431456167429,3.0882119564421218,0.3187153316186467,2.8472854479278586,3.257150057475068,-5.076000785491785
Tstat,CMA,1.0744248987269458,0.32711357093580407,0.4463115316076897,0.656771504075229,-0.3513379778649371,0.31412933132303433,0.19268240200830994,-0.0014341169565576153,-0.047696389545250184,-0.361082314776024,0.3686132646677959,-0.11018390108473114,-0.12811201181792584,0.7621077521056926,-0.13226905675312137,-0.15246584867689394,0.18232774370672597,0.2542874424837519,0.6797906912954825,-1.1073053783959383,-0.5647615043556605,-0.4648646357145557,-0.728703364648177,0.09907354930810755,-0.570328759927752,-0.17211208173916423,-0.5091086431136705,0.15502069809431288,-0.0880097395096664,-0.23612155201159918,0.4349863452018149,0.300859452026192,0.574254626817235,0.5964780073167134,1.5248743899077957,2.751656036427875,1.9011518587221168,-0.6541445125437516,0.2831525831805957,0.30266965223653836,-0.7246795227789072,0.23117883322804408,0.12736465457915058,-0.29429902748169257,1.3977235237578138,2.282915608528696,0.3899722120920953,0.884536705645951,1.5670997994130993,-0.18577073245286352,-0.04146839615051194,-0.11050474000411505,-0.7053449798865751,0.12695636746063776,0.20162895495305905,-0.025494942525357382,-0.10516558195524672,-0.1245693823355655,-0.08125041610863828,0.17877126097761178,0.14150012764445527,-0.6144598482409606,-0.11209973868163858,1.1364248138479374,0.6184618330348319,1.0111363918963832,-0.7033124564135055,-0.416671184533839,-0.35644830249746273,-1.1637600134992137,-0.5620782962817094,-0.5279478737924375,-0.33616418856714947,0.2237496538668173,0.21309209597317594,0.11992949826767572,0.4664539364136471,-0.4279207511858898,0.5859462601527257,-0.6718029447997131,0.10896125390339541,0.3827043389926551,-1.0115155404177076,-0.13679119421932717,-0.8276413369172063,-0.8121039875443947,-0.7997422043415285,0.07607644955522189,1.9147658099064295,0.4870313647658644,0.8815766029368076,0.1395595203131255,0.05516178527541329,-0.24046841907392974,0.4860203820421804,0.4598643603636933,-1.9775806059942518,0.11733922581168696,-0.06489672807731722,0.39703306964034435,0.2912895287054147,0.35346863468354256,0.7686404570004701
Tstat,HML,1.004513226358887,0.5161493737925248,0.19181746544840556,-0.08327218248553156,0.9603117624101432,-0.20995150089063608,-0.575030957932798,1.0131818389577842,1.164810947782807,1.3850337759295444,1.3626646684740567,-0.031209065537185283,-0.021022667014163138,-1.365846367771712,1.3908938081507372,1.447385606633888,0.6428039146565994,0.5628179867482402,0.5908930281071414,0.31140138004802126,0.1249446287901733,-0.03235597265530149,1.0683923284160302,1.169636789780501,1.70053773765257,-0.10668423483236526,1.3107329407219597,-0.3512355453481872,1.5493824816280137,1.7750271356437752,0.1917462165218807,1.125591223083519,0.03999193937867144,-1.8678868119445626,-1.4408414104637914,-1.775561951806863,-1.6793677990745213,-0.2406319164336866,-0.17852543901439297,-0.19333568553831743,-0.09762163713176164,-0.21069377890251853,-0.3256103503236021,-0.2658398319863859,-0.6362594286330843,-1.1475915897198075,0.12630832060722405,0.33158917313222225,0.140156511329845,-0.30594710088316734,1.1057210569520206,1.194001508022029,0.6553888180761842,1.069959223290867,1.0366016740366866,0.3288114739712022,1.021707744638811,1.067296882095181,-0.6258119469092511,0.05596717043227063,0.11335192390047491,0.2140767847316049,1.4210842876110548,-0.4046710284384547,0.06907645465245651,-0.3942593944355135,0.041223443112318556,1.0768884937955523,0.9600611990514852,1.6868255012843074,0.6067491586324956,0.8639725534828762,-0.2955855803290314,-0.8320877971367325,0.1698021284589842,-0.48319671333325476,0.7398903599902329,1.4722215962320668,-0.7751893950971878,-0.21481957303776666,0.4389908156790202,0.4547907538545031,0.40810669974022684,1.4100350073486194,1.4457725273419113,1.420710224405695,0.8945897479423415,0.30149758917825814,-1.1324209672364554,0.7529230557205937,0.33745949608639836,0.8346964866584746,0.8552176275021158,0.8844515003423156,0.6329588068344569,0.7250877765557358,1.1468473445937446,0.5018943862729183,0.3982430874767005,0.25947570128154657,0.7719049359948926,0.75465861307163,-0.5926601623147444
Tstat,Mkt-RF,-0.4116523333810084,0.26082364834988064,-1.2898551288791436,0.00710088482728149,0.4381863514520196,-0.7054747419218032,0.30478272631811065,-0.11427683481481332,-0.31139998404429464,-0.20616512336114542,-0.03472614140106718,-0.22895056068965583,-0.25505431122073274,0.7709189584014211,-0.04639700257298481,-0.5164002067038229,0.02463264892457033,0.007560611657339902,1.0993818750730657,-0.7620115439319115,-0.9109382876969816,-1.024931705173521,-0.1783288193683811,-0.09073809365851795,0.23382401358212923,0.3112720146333293,-0.3173068632981041,0.7974734250148308,-0.36770303437034596,-0.37426839123747446,0.0006239487201093139,-0.04039541114349752,-0.18486246426201872,-1.4516785823096565,0.8431953621357812,1.334478505910131,-0.558734849289224,-0.5180242808249838,0.6737868441935139,0.6262055561227265,-0.1491092168958185,0.045489494722044395,0.44224243859916496,0.13395366113338986,0.2623369439646923,-0.8132094072743807,-0.07696257987248376,-0.13379476573330476,-0.1655181177483773,-0.23067518972223194,0.09469912308549766,0.19779607757583395,-0.6091696584873411,0.2449322745443922,0.3780951866892569,0.5650853360418375,0.15035033646984278,0.032912012653726695,-0.18392203835148582,-0.9282669299110107,-1.0035752404998517,-0.39693798502034544,0.6809185576668781,-0.7344075170804674,0.8871860257225141,-0.8243416723403765,-0.5524258394587154,-1.0801471000538343,-0.9913919592341722,0.18451857890729573,-0.5682733293739475,-0.7471860518654363,-0.14237449365393268,0.5226182668852521,1.1819232121454095,0.3648835189107293,-0.4570029049331861,-0.04330899238705812,-0.5031316838510593,-2.267485549986434,0.08253186472246293,-1.1863112564825222,-0.7314324653446007,-0.1970995715817219,0.05035817585807723,0.03859353322031755,0.6579054517444329,-0.26828288642900616,0.22146452836664154,-0.4476414624387611,0.43929902221713685,-0.23512065413767946,-0.1587279375410573,-0.1113475818104523,-0.46755661970751455,-0.4774085025863367,-1.3222674308734532,-1.0793031421413737,-0.8947807046601984,-1.519247849744531,-0.49750019818181695,-0.6069607351800029,0.8499304427320518
