Ticker,Aircraft,Aircraft - Small Cap,Almost Nothing,Apparel,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Small Cap,Recreation,Recreation - Small Cap,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap,Aircraft,Aircraft - Small Cap,Almost Nothing,Apparel,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Small Cap,Recreation,Recreation - Small Cap,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap,Aircraft,Aircraft - Small Cap,Almost Nothing,Apparel,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Small Cap,Recreation,Recreation - Small Cap,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap,Aircraft,Aircraft - Small Cap,Almost Nothing,Apparel,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Small Cap,Recreation,Recreation - Small Cap,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap,Aircraft,Aircraft - Small Cap,Almost Nothing,Apparel,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Small Cap,Recreation,Recreation - Small Cap,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap
date Range,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,07/2009:01/2015,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,01/2015:02/2020,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,02/2020:12/2023,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026,12/2023:01/2026
count,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
