Ticker,,Aircraft,Almost Nothing,Apparel,Apparel - Large Cap,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Large Cap,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Large Cap,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Large Cap,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Large Cap,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Large Cap,Real Estate - Small Cap,Recreation,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap,Aircraft,Almost Nothing,Apparel,Apparel - Large Cap,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Large Cap,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Large Cap,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Large Cap,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Large Cap,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Large Cap,Real Estate - Small Cap,Recreation,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap,Aircraft,Almost Nothing,Apparel,Apparel - Large Cap,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Large Cap,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Large Cap,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Large Cap,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Large Cap,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Large Cap,Real Estate - Small Cap,Recreation,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap,Aircraft,Almost Nothing,Apparel,Apparel - Large Cap,Apparel - Small Cap,Automobiles and Trucks,Automobiles and Trucks - Large Cap,Automobiles and Trucks - Small Cap,Banking,Banking - Large Cap,Banking - Small Cap,Business Services,Business Services - Large Cap,Business Services - Small Cap,Chemicals,Chemicals - Large Cap,Chemicals - Small Cap,Communication,Communication - Large Cap,Communication - Small Cap,Computers,Computers - Large Cap,Computers - Small Cap,Construction,Construction - Large Cap,Construction - Small Cap,Construction Materials,Construction Materials - Large Cap,Construction Materials - Small Cap,Consumer Goods,Consumer Goods - Large Cap,Consumer Goods - Small Cap,Electrical Equipment,Electrical Equipment - Large Cap,Electrical Equipment - Small Cap,Electronic Equipment,Electronic Equipment - Large Cap,Electronic Equipment - Small Cap,Entertainment,Entertainment - Large Cap,Entertainment - Small Cap,Food Products,Food Products - Large Cap,Food Products - Small Cap,Healthcare,Healthcare - Large Cap,Healthcare - Small Cap,Insurance,Insurance - Large Cap,Insurance - Small Cap,Machinery,Machinery - Large Cap,Machinery - Small Cap,Measuring and Control Equipment,Measuring and Control Equipment - Large Cap,Measuring and Control Equipment - Small Cap,Medical Equipment,Medical Equipment - Large Cap,Medical Equipment - Small Cap,Non-Metallic and Industrial Metal Mining,Non-Metallic and Industrial Metal Mining - Large Cap,Non-Metallic and Industrial Metal Mining - Small Cap,Personal Services,Personal Services - Large Cap,Personal Services - Small Cap,Petroleum and Natural Gas,Petroleum and Natural Gas - Large Cap,Petroleum and Natural Gas - Small Cap,Pharmaceutical Products,Pharmaceutical Products - Large Cap,Pharmaceutical Products - Small Cap,Precious Metals,Precious Metals - Large Cap,Precious Metals - Small Cap,Real Estate,Real Estate - Large Cap,Real Estate - Small Cap,Recreation,"Restaurants, Hotels, Motels","Restaurants, Hotels, Motels - Large Cap","Restaurants, Hotels, Motels - Small Cap",Retail,Retail - Large Cap,Retail - Small Cap,Steel Works Etc,Steel Works Etc - Large Cap,Steel Works Etc - Small Cap,Trading,Trading - Large Cap,Trading - Small Cap,Transportation,Transportation - Large Cap,Transportation - Small Cap,Utilities,Utilities - Large Cap,Utilities - Small Cap,Wholesale,Wholesale - Large Cap,Wholesale - Small Cap
date Range,,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,Entire Period,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,02/2008:01/2015,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2015:01/2020,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026,01/2020:01/2026
Statistic,Factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beta,Alpha,-0.0018399129904303623,0.0026223977830768137,-0.003135053088161209,-0.0034375202773198363,-0.012978778157015184,0.0021599156960194934,0.002639065141034846,-0.012750992730957155,0.00022509549042147537,0.0002487659368360037,-0.0016184293704879608,0.002048266590372041,0.0023061385508605266,-0.016218434060806017,-0.003677828197084129,-0.003295387472001636,-0.010936261413667919,-0.002792536491899929,-0.002549778815740498,-0.012441363603409963,-0.0010402496187666475,-0.0007158179596503261,-0.009155233311253189,-1.2362301272422944e-05,0.0006899967981259239,-0.004882822782929159,-0.0012002869398104526,-0.0006380032752179481,-0.005864244710847712,-0.002632991587325619,-0.002384499692476974,-0.013887093918971605,-0.0002367305208028274,0.00038133545871401036,-0.015755617683986055,0.0058274039392412266,0.0060198808046940154,-0.01070408092852513,-8.773053208577849e-05,0.002818915611403978,-0.009705456507205728,-0.0001770353659996495,0.00025188793232255456,-0.0075002178859062685,-0.0012654044535016994,-0.001659472570828592,-0.008643673550661875,-0.0017480379627730896,-0.0015451489034133026,-0.005018316972892245,-2.6265111204286807e-06,0.0003683102169355257,-0.009018293865538738,0.0008547092396278448,0.0011631998074635736,-0.009177048244662547,0.00011217052399068589,0.00027194310927980154,-0.013040437690210441,-0.0012509696618171445,0.007579814236089807,-0.0057929042478409975,-0.0005736428160644145,0.0008252530330489747,-0.016126695254557344,-0.0031966697164184142,-0.0029018260257981134,-0.01445347471387199,0.002829453182275496,0.003142244321196096,-0.030580348764655162,0.0021632219287928064,0.0030334806359064866,-0.004772166406826855,-0.001978738640401642,-0.0026427046688256217,-0.016940314257216094,-0.004479720066293751,0.001742594667107104,0.002190981839883273,-0.014877960557871016,0.0029847526354096336,0.0032288517895462396,-0.012185177350793625,-0.0036673557403902753,-0.0029563735391800617,-0.012109046694898717,-0.001058983402735899,-0.000686700910803162,-0.00840943452652395,-0.0018895320182370733,-0.0014675979374090097,-0.014240526110988512,0.0002522012912011501,0.000552455349141806,-0.0026072917362987757,0.0004706960166558612,0.0008241442795739466,-0.009210003831318855,-0.004348332446021978,-0.002258646487411999,0.006231198278381462,0.019787413058585095,-0.005675518411477919,-0.0007404471628169652,-0.0003304494261150621,-0.004681992958463886,0.0010765843252565832,0.001130383608367847,-0.004771966418986117,0.0009108949806202501,0.0011076061556376895,-0.009070318457326507,0.002685797017078942,0.0032641402583047626,-0.005863147739238765,-0.0010449572407772055,-0.0007540076479080995,-0.012880665103347153,-0.003091748309147252,-0.0031754321977059837,0.0018837552837221634,-0.002512057675221054,-0.0017293610732592537,-0.008304348085776682,-0.00311328300877097,-0.002909633126876795,-0.003728358751185272,0.0009512239032060798,0.0010828303057274712,-0.003595023951068725,-0.0032915714194089933,-0.0028593265041859444,-0.006884869486222177,0.005069555940489185,0.005354876337722622,-0.010466521998378758,-0.001174282778929528,0.011722333834956194,-0.0053407099309350815,0.006045650497485079,0.006537965014803004,-0.002939583537736977,0.003835579554873111,0.0034391434560741866,-0.00047584961535147136,-0.004606880656259,-0.0045635496378024516,-0.00403335849698893,-0.005709176160744496,-0.0055068997600334485,-0.009646555574477553,0.0005623009887401995,0.001055647778534989,-0.009676063975847103,0.003716174396787138,0.003928410759306072,-0.009566129894719628,-0.013198042080661027,0.019450074824938112,0.04459008068805057,0.0011202237448157495,0.0028250623932884315,-0.015414349884583175,-0.00621342705748088,-0.005998885687575734,-0.012052699132472847,0.009590853668996294,0.009707347751066566,-0.006173211735111804,-0.005760671562559466,-0.0034409304260720184,-0.008780448603016957,0.0016122964475390792,-0.017268041071282807,-0.0018208400443918743,-0.001347474133594046,0.006847757103956057,0.007498889538676945,-0.013621910920828317,0.0037515595572311655,0.003947277540536171,-0.0016920442587504336,-0.011150204055827366,-0.010700536017237517,-0.01344764037959763,0.0009417123081110626,0.0013513726222471004,-0.004616161645948236,0.0019416469032080305,0.0024438273254712615,-0.011237536756696878,0.0007909132377575756,0.0010886376224966644,-0.0012198932262499876,0.003775429819144027,0.004085192249236196,-0.004728096662984657,-0.004076775603581177,0.008509504043332533,0.002333675927222069,0.012467152048906143,-0.004279403521409969,-0.002489288693354486,-0.002260010808474003,-0.007732890243991265,0.0017918081916130054,0.0017582604601507372,0.0062103726079818745,0.005026041890808873,0.005264543398002731,-0.008706950982614531,-0.004238759929915537,-0.003988582474297406,-0.009395640315890071,-0.0014409026983230498,-0.0012534575164056296,-0.007291518116886798,-0.002444090313260214,-0.001776392145680504,-0.020128895984896616,0.0011429204883714311,0.0015240785558680023,-0.0015506969916088108,-0.003559421724885688,-0.003271128570994694,-0.005819809771219626,-0.0011273750864027865,-0.0008250883471376126,-0.012823304927855586,-0.00035238095503299026,0.0004059330791962461,-0.018823576441067025,0.003690738146259711,0.0038084694673728996,-0.005291159304548646,0.002685059114424198,0.002724905393138152,0.0038769422212276443,-0.000271780482262259,1.1795685662937602e-05,-0.004013836926622994,-0.008579817777672099,-0.008771704290311995,-0.001619741149396862,0.0038408439864632063,0.004154058636702887,-0.0013297501025431803,-0.00010935786817221797,0.0003408528970395029,-0.00923965935782154,0.0015270662584394926,0.0015414415219336414,-0.0007994329542908289,0.0031268121436123304,0.00325713699664132,-0.007462892450849572,-0.00147739965136954,-0.0042703473101868925,-0.008087624713835817,0.0014033560900236681,0.0015601734038049808,0.0004414557599601949,-0.00696323713532061,-0.006614710918607105,-0.019208970640804558,-0.002388225029448658,-0.0020742718700634735,-0.03660410787999123,0.012920067443883207,0.013546603245930381,0.009942231192885214,-0.004790407710437132,-0.004269759994468286,-0.0052095257488776695,-0.004774455665773376,0.0048225470994509015,0.005257625514851456,-0.010259483673334652,0.0022775805007113343,0.002590305102051817,-0.013641622934912017,-0.006156438628166227,-0.005066005162276445,-0.019813728843066345,0.0024652131817514853,0.002754018548630882,-0.002793111833230102,-0.0040348122930826125,-0.0037097823616096728,-0.014802036103564996,0.0015466967907077351,0.001772095844024431,-0.0004056233813148234,-0.004793862898165744,-0.004636563905133029,-0.008472733426841005,0.0018492303682854136,-0.00031377109089769667,-0.014494926743550086,-0.01378831805509086,-0.02794291104304805,0.013059395720510784,0.013798115959853145,-0.020198689889365126,-0.0012426606415327915,-0.0012053420936818833,-0.004028422552193891,7.841184079606644e-05,0.00041242954426517705,-0.03037778060295355,-0.006816077119110479,-0.006445539867827774,-0.01626455103632243,-0.008504674241201327,-0.008195975696715825,-0.02121933025180899,0.0017643276192499896,0.0021857103284797447,-0.009826660861366385,0.00554736793185098,0.006213140045514378,9.538264600260826e-05,0.001061931834209237,0.002073396238236707,-0.008257147918455558,-0.008225503066999491,-0.007970464353835409,-0.024314069802749652,0.001525653591667522,0.0020875346277872977,-0.02219495931618918,0.010098096929757602,0.010226252176631163,-0.011975450122391932,-0.002368832523477092,-0.0017137592829512083,-0.025607412770114826,-0.006531142896854905,-0.006077130287693983,-0.015140231504163562,-0.004038498807985879,-0.0027739388445803363,-0.02408822199597343,-0.0026228426633937143,-0.0022612926913801318,-0.010051504021528592,0.004694034624881776,0.005119165358755386,-0.008939984279669562,-0.0010030752890307678,-0.000740055175125491,-0.013177123453789144,-0.006692434079793597,-0.006549356724395062,-0.021798035863544726,0.01223682363044611,0.012867766974020266,-0.004560893995198472,-0.004538540297544937,-0.002014980504053678,-0.029260786092288025,0.0009966594061026257,0.0012983436928329355,-0.012377625311112441,0.000919512848533091,0.001480003065964323,-0.05216571993164621,0.010673027555468789,0.011515406968373177,-0.001801792713806419,-0.00558679842111493,-0.004146400260881593,-0.03849218941791843,-0.008196675839037373,-0.005455142663907444,-0.005107398011555865,-0.021839870652306432,0.0018486052818606693,0.002057687353518251,-0.01964901517997518,0.006659629260350233,0.007402920775090294,-0.005434424138656714,-0.002670747231915448,-0.0021876169956408656,-0.015168824468677799,-0.005579437771273538,-0.005175342365761418,-0.017961631434400868,-0.0022133765868644125,-0.001883797268432746,-0.006265063144414794,0.0010218828167870783,0.0016062068226814525,-0.01439136275938956
